,PROCESSO,NUMERO,ANO,AREA_HA,ID,FASE,ULT_EVENTO,NOME,SUBS,USO,UF,DSProcesso,geometry,index_right,FEATURECLA,NAME,NAMEALT,REGION,SUBREGION,MIN_LABEL,MAX_LABEL,SCALERANK,LABEL,WIKIDATAID,NAME_AR,NAME_BN,NAME_DE,NAME_EN,NAME_ES,NAME_FR,NAME_EL,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_PT,NAME_RU,NAME_SV,NAME_TR,NAME_VI,NAME_ZH,NE_ID,NAME_FA,NAME_HE,NAME_UK,NAME_UR,NAME_ZHT
7881,851412/2011,851412,2011,50.0,{B0B2F582-459A-4EF2-BF50-A53B0F2BCA15},REQUERIMENTO DE LAVRA GARIMPEIRA,344 - REQ PLG/EXIGÊNCIA PUBLICADA EM 29/01/2020,José Inácio de Medeiros,MINÉRIO DE OURO,Industrial,PA,851.412/2011,"POLYGON Z ((-56.70488479499994 -6.6012547239999435 0, -56.713927629999944 -6.601254714999925 0, -56.71392762599993 -6.5967335799999205 0, -56.70488478999994 -6.59673358799995 0, -56.70488479499994 -6.6012547239999435 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
23864,851543/2013,851543,2013,45.29,{776BCBCE-53EE-43AB-B41C-64E307093ED0},DISPONIBILIDADE,2653 - DISPONIB/EDITAL DISPONIBILIDADE CANCELADO EM 17/02/2023,JOSE LUIZ PEDRINI MORO,CALCÁRIO,Fabricação de cimento,PA,851.543/2013,"POLYGON Z ((-56.0844007579999 -4.254311947999952 0, -56.04837036999993 -4.2543120809999095 0, -56.04836927799994 -4.2543120279999584 0, -56.04836927799994 -4.255065310999953 0, -56.08187741099994 -4.25506527999994 0, -56.08187750499991 -4.258929338999906 0, -56.084400899999935 -4.258929336999927 0, -56.0844007579999 -4.254311947999952 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
2478,880092/2021,880092,2021,9998.71,{2CAD5CDD-DB0F-450E-AF6B-5F9696CDABD8},REQUERIMENTO DE LAVRA GARIMPEIRA,613 - REQ PLG/DESISTÊNCIA REQ PLG HOMOLOGADA PUBLICADA EM 31/07/2023,COOPERATIVA GARIMPEIRA E MINERADORA NACIONAL - COOPERMINE,CASSITERITA,Industrial,AM,880.092/2021,"POLYGON Z ((-60.1830833329999 -8.428483332999917 0, -60.1830833329999 -8.550325531999931 0, -60.230149999999924 -8.550325468999915 0, -60.230149999999924 -8.519769443999905 0, -60.25262111099994 -8.519769443999905 0, -60.25262111099994 -8.477969999999914 0, -60.2526222219999 -8.477969814999938 0, -60.26416111099991 -8.477969443999939 0, -60.26416111099991 -8.46042499999993 0, -60.25957499999993 -8.46042499999993 0, -60.25957499999993 -8.428483332999917 0, -60.1830833329999 -8.428483332999917 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
4276,850561/2011,850561,2011,4784.24,{2314EA76-EE63-4D8B-B231-F62F78A0C0A7},REQUERIMENTO DE PESQUISA,136 - REQ PESQ/DOCUMENTO DIVERSO PROTOCOLIZADO EM 12/07/2016,Sérgio Roberto Vieira Teixeira,MINÉRIO DE MANGANÊS,Industrial,PA,850.561/2011,"POLYGON Z ((-52.23668761999994 -3.1344008989999566 0, -52.23673534099993 -3.174807423999937 0, -52.24417991799993 -3.174807772999941 0, -52.24418241799992 -3.174807815999941 0, -52.24418242299993 -3.184826290999922 0, -52.2830972239999 -3.1847785009999257 0, -52.28314748899993 -3.2248364359999186 0, -52.293329170999925 -3.2248359799999093 0, -52.293329170999925 -3.2248381169999334 0, -52.30875816699995 -3.2248381099999506 0, -52.30875816699995 -3.2248352879999516 0, -52.31012533899991 -3.224835225999925 0, -52.31012075299992 -3.172676800999909 0, -52.30485478399993 -3.172676802999945 0, -52.30485478899993 -3.183979792999935 0, -52.26886870499993 -3.1839798089999363 0, -52.268868694999924 -3.1613710509999464 0, -52.304854778999925 -3.161371034999945 0, -52.30485478399993 -3.1726740249999352 0, -52.31012075299992 -3.1726740229999564 0, -52.310119148999945 -3.1544387659999416 0, -52.310117403999925 -3.1344008859999235 0, -52.30845256899994 -3.134400901999925 0, -52.23668761999994 -3.1344008989999566 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1038,880090/2014,880090,2014,46.71,{67411E51-9438-40DE-A5E9-8D2A43F38727},REQUERIMENTO DE LAVRA GARIMPEIRA,573 - REQ PLG/OPÇÃO REGIME AUTORIZAÇÃO PESQ PROTOCOLIZADO EM 12/07/2017,Wilmar de Jesus Cunáua,MINÉRIO DE OURO,Industrial,AM,880.090/2014,"POLYGON Z ((-60.96055275999993 -7.86505397499991 0, -60.961406042999954 -7.86734430599995 0, -60.962820001999944 -7.870274491999908 0, -60.963056561999906 -7.870795828999917 0, -60.96864386199991 -7.870795821999934 0, -60.96864386199991 -7.8702602629999205 0, -60.9682783049999 -7.87026026399991 0, -60.96827830399991 -7.869815539999934 0, -60.9679144129999 -7.869815539999934 0, -60.967914411999914 -7.868882757999927 0, -60.96753357699993 -7.868882757999927 0, -60.96753357599994 -7.8681785889999105 0, -60.96717190699991 -7.8681785889999105 0, -60.96717190599992 -7.8675121969999395 0, -60.9667913479999 -7.867512197999929 0, -60.96679134699991 -7.866826916999912 0, -60.96637245699992 -7.866826916999912 0, -60.96637245599993 -7.866065524999954 0, -60.9660107869999 -7.866065524999954 0, -60.96601078599991 -7.865266076999944 0, -60.96557300499995 -7.865266077999934 0, -60.96557300399991 -7.8644094069999255 0, -60.965205779999906 -7.8644094069999255 0, -60.965205778999916 -7.863667181999915 0, -60.96011678499991 -7.8636671879999085 0, -60.96055275999993 -7.86505397499991 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
13188,753298/1996,753298,1996,50.0,{2EBE834C-AC03-4FF7-8B5F-FDF95BDDBDC0},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 26/03/2020,JENCKSIN LOPES CHAGAS,MINÉRIO DE OURO,Demais substâncias,PA,753.298/1996,"POLYGON Z ((-56.59887264699995 -6.265946854999925 0, -56.598872651999955 -6.270468169999958 0, -56.60790952799994 -6.270468082999912 0, -56.60790944599995 -6.265946767999935 0, -56.59887264699995 -6.265946854999925 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
14681,850827/2008,850827,2008,1.83,{B2C6264E-28DB-4B79-B99E-67875E2A0AF8},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQ PESQ HOMOLOGADA PUB EM 23/01/2020,VALE S.A.,MINÉRIO DE COBRE,Industrial,PA,850.827/2008,"POLYGON Z ((-49.730389259999924 -5.9114752669999575 0, -49.7303892619999 -5.911493938999911 0, -49.81908776999995 -5.911479451999924 0, -49.81912795099993 -5.911464378999938 0, -49.730389259999924 -5.9114752669999575 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
12171,850327/2017,850327,2017,49.66,{1A9BFCB5-5E16-45F7-A2A4-AB80721FB9E3},REQUERIMENTO DE LAVRA GARIMPEIRA,348 - REQ PLG/CUMPRIMENTO  EXIGÊNCIA PROTOCOL EM 15/10/2018,MANOEL DE MATOS AGUIAR,MINÉRIO DE OURO,Industrial,PA,850.327/2017,"POLYGON Z ((-57.465888055999926 -5.288263055999948 0, -57.47037999999992 -5.288263055999948 0, -57.47037999999992 -5.288259721999907 0, -57.47037333299994 -5.288259721999907 0, -57.47037333299994 -5.2792313889999605 0, -57.465888055999926 -5.2792313889999605 0, -57.465888055999926 -5.288263055999948 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
455,886722/1997,886722,1997,50.0,{EEA4B356-6676-495C-A38F-96A3BB9FD570},REQUERIMENTO DE LAVRA GARIMPEIRA,353 - REQ PLG/PEDIDO RECONSIDERAÇÃO PROTOCOLIZADO EM 17/12/2007,Clarice Mendes Sanches,OURO,Demais substâncias,RO,886.722/1997,"POLYGON Z ((-64.46210231499992 -9.167875741999922 0, -64.46665162599993 -9.167875705999961 0, -64.46665149699993 -9.158834309999918 0, -64.4621023009999 -9.158834345999935 0, -64.46210231499992 -9.167875741999922 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
8047,850537/2011,850537,2011,4357.72,{E93BE467-D749-4ECB-92C8-A23BD8E952B0},REQUERIMENTO DE PESQUISA,157 - REQ PESQ/DESISTÊNCIA REQ PESQ HOMOLOGADA PUB EM 19/03/2013,CHAPLEAU EXPLORACAO MINERAL LTDA,MINÉRIO DE OURO,Industrial,PA,850.537/2011,"POLYGON Z ((-56.75508927599992 -5.817935959999943 0, -56.75509132099995 -5.838321295999947 0, -56.723433910999915 -5.838322910999921 0, -56.7234339339999 -5.865083962999961 0, -56.725690046999944 -5.865083969999944 0, -56.73020504999994 -5.865083947999949 0, -56.73020505799991 -5.874126712999953 0, -56.725690054999916 -5.874126735999937 0, -56.721175014999915 -5.874126720999925 0, -56.72117504499994 -5.878572763999955 0, -56.73070249999995 -5.87857329499991 0, -56.730702487999906 -5.880239970999924 0, -56.721175056999925 -5.880239440999958 0, -56.720542751999915 -5.880239404999941 0, -56.716660006999916 -5.880239188999951 0, -56.712144835999936 -5.880238937999934 0, -56.71214491499995 -5.874126727999908 0, -56.71666000199991 -5.87412674199993 0, -56.71665999399994 -5.865083977999916 0, -56.72117504399995 -5.865083955999921 0, -56.723431156999936 -5.865083962999961 0, -56.72343113399995 -5.838322910999921 0, -56.7183175749999 -5.838323172999935 0, -56.71832064699993 -5.850213910999912 0, -56.71145795199993 -5.850215648999949 0, -56.7114602929999 -5.859710527999937 0, -56.69023974999993 -5.859715378999908 0, -56.69024087299994 -5.865083997999932 0, -56.6940847109999 -5.865083979999952 0, -56.69859976899994 -5.865083993999917 0, -56.70311482699992 -5.865083971999923 0, -56.7076298849999 -5.8650839869999345 0, -56.70762989299993 -5.874126750999949 0, -56.70762989799994 -5.880238685999927 0, -56.70311477899992 -5.880238433999921 0, -56.69859978199992 -5.880238181999914 0, -56.69440721199993 -5.880237948999934 0, -56.694084662999956 -5.880237930999954 0, -56.69369203799994 -5.880237909999948 0, -56.689569666999944 -5.880237678999947 0, -56.68956966099995 -5.874126765999961 0, -56.6895696549999 -5.866949714999919 0, -56.685906796999916 -5.866950469999949 0, -56.685909367999955 -5.879678793999915 0, -56.68591714999991 -5.879678793999915 0, -56.68591722699995 -5.884200172999954 0, -56.68591730399993 -5.888721552999925 0, -56.6859111949999 -5.888721552999925 0, -56.68591141899992 -5.889828609999938 0, -56.694084525999926 -5.8898268759999155 0, -56.694084525999926 -5.889655699999935 0, -56.689591512999925 -5.889655667999932 0, -56.689591581999935 -5.88513428899995 0, -56.689591649999954 -5.880612908999922 0, -56.69862202799993 -5.8806129739999164 0, -56.70765240499992 -5.88061289399991 0, -56.70765244899991 -5.883169511999938 0, -56.712144947999946 -5.883169489999943 0, -56.716659998999944 -5.883169504999955 0, -56.71969060999993 -5.883169488999954 0, -56.71969060799995 -5.881017975999953 0, -56.72872099199992 -5.881017894999957 0, -56.72872102899993 -5.883169484999939 0, -56.73020505699992 -5.883169475999921 0, -56.73093385599992 -5.883169475999921 0, -56.73093386599993 -5.882556372999943 0, -56.73996427399993 -5.882556437999938 0, -56.74899468299992 -5.882556356999942 0, -56.7489947599999 -5.887077735999924 0, -56.74826546899993 -5.887077741999917 0, -56.7482655149999 -5.892212215999962 0, -56.74375023099992 -5.892212238999946 0, -56.739235393999934 -5.892212223999934 0, -56.73923392899991 -5.892212223999934 0, -56.73472011599995 -5.892212245999929 0, -56.730205063999904 -5.892212234999931 0, -56.72569001499994 -5.892212257999915 0, -56.72117501199995 -5.892212241999914 0, -56.716660006999916 -5.89221226199993 0, -56.71214495599992 -5.892212246999918 0, -56.70762990999992 -5.892212268999913 0, -56.70762990399993 -5.885134272999949 0, -56.70311500699995 -5.885134313999913 0, -56.70311506999991 -5.892212254999947 0, -56.6985997889999 -5.892212276999942 0, -56.69620672399992 -5.892212268999913 0, -56.696207074999904 -5.89379970199991 0, -56.698599790999936 -5.893799945999945 0, -56.70311471899993 -5.893800406999958 0, -56.7076299119999 -5.893800867999914 0, -56.71214481599992 -5.893801329999917 0, -56.716660007999906 -5.89380179099993 0, -56.72117507199994 -5.893802252999933 0, -56.72117499299992 -5.90125499699991 0, -56.72499656999992 -5.901255009999943 0, -56.72499657599991 -5.907794534999937 0, -56.73020431799995 -5.907794529999933 0, -56.73020462099993 -5.901254986999959 0, -56.7347200399999 -5.9012550009999245 0, -56.73472011699994 -5.893803636999905 0, -56.73923503499992 -5.893804097999919 0, -56.7437502329999 -5.893804558999932 0, -56.74826552899992 -5.893805020999935 0, -56.74826559599995 -5.9012549709999575 0, -56.748265654999955 -5.9077945139999315 0, -56.750211658999945 -5.907794511999953 0, -56.75021165599992 -5.904883530999939 0, -56.7576779609999 -5.904883583999947 0, -56.76669886199994 -5.904883502999951 0, -56.76669886199994 -5.904886505999912 0, -56.774645421999935 -5.904886562999934 0, -56.77464541799992 -5.900365185999931 0, -56.76670865299991 -5.900365128999908 0, -56.76670865299991 -5.900362125999948 0, -56.75767795699994 -5.900362206999944 0, -56.750211651999905 -5.900362153999936 0, -56.7502116469999 -5.89483806699991 0, -56.770900603999905 -5.894836707999957 0, -56.77089924799992 -5.8843693409999105 0, -56.774645403999955 -5.884369167999921 0, -56.774645397999905 -5.877185188999931 0, -56.74826538099995 -5.877185211999915 0, -56.748265406999906 -5.880240949999916 0, -56.74375022499993 -5.880240697999909 0, -56.74027381499991 -5.880240504999961 0, -56.7397328589999 -5.880240473999947 0, -56.73923510299994 -5.880240446999949 0, -56.73472011399991 -5.880240194999942 0, -56.73472010799992 -5.874126725999929 0, -56.739235125999926 -5.874126703999934 0, -56.739235150999946 -5.865083940999909 0, -56.74375021199995 -5.865083954999932 0, -56.74826527199991 -5.865083932999937 0, -56.74826535299991 -5.874126695999905 0, -56.74826538099995 -5.877182433999906 0, -56.774645397999905 -5.877182410999922 0, -56.77464538799995 -5.866103566999925 0, -56.77089688099994 -5.866103819999921 0, -56.77089663499993 -5.864199797999959 0, -56.77464538599992 -5.864199824999957 0, -56.774645380999914 -5.858303294999928 0, -56.75729537899991 -5.858303310999929 0, -56.75729538099995 -5.860562613999946 0, -56.74826534099992 -5.8605625499999405 0, -56.74826540999993 -5.8560411659999545 0, -56.757295376999934 -5.85604122999996 0, -56.75729537899991 -5.858300533999909 0, -56.774645380999914 -5.858300517999908 0, -56.77464535799993 -5.831164153999907 0, -56.76630441499992 -5.831164161999936 0, -56.76630445299992 -5.833423466999932 0, -56.75727484799995 -5.8334235469999385 0, -56.75727484399994 -5.828902158999938 0, -56.766304376999926 -5.828902078999931 0, -56.76630441499992 -5.831161384999916 0, -56.77464535799993 -5.831161376999944 0, -56.77464534599994 -5.817935942999952 0, -56.76179326999994 -5.81793595399995 0, -56.761793274999945 -5.824379883999939 0, -56.76630661699994 -5.824379842999917 0, -56.76630669299993 -5.828901231999907 0, -56.757277159999944 -5.82890131299996 0, -56.75727715599993 -5.8243799239999134 0, -56.761790496999936 -5.824379883999939 0, -56.76179049199993 -5.81793595399995 0, -56.75508927599992 -5.817935959999943 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3300,880360/2022,880360,2022,6688.38,{12BD1787-4710-44CB-85C9-FD838E8DE18C},AUTORIZAÇÃO DE PESQUISA,323 - AUT PESQ/ALVARÁ DE PESQUISA 03 ANOS PUBL EM 03/07/2024,MARCOS FUVIO CORTES DE MEDEIROS,CASSITERITA,Industrial,AM,880.360/2022,"POLYGON Z ((-58.71077777799991 -2.9638333329999114 0, -58.71077777799991 -3.029527777999931 0, -58.79355563599995 -3.029527777999931 0, -58.79355560099992 -2.9923626499999614 0, -58.79355559599992 -2.9716707349999183 0, -58.79355559599992 -2.9713347559999193 0, -58.793555555999944 -2.971277777999944 0, -58.79394444399992 -2.971277777999944 0, -58.79394444399992 -2.9638333329999114 0, -58.71077777799991 -2.9638333329999114 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
2124,886968/1997,886968,1997,15.33,{01EDD636-CBBF-421D-BF8F-377C4674F8EA},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 19/02/2010,Wiliam Donizete Brito,OURO,Demais substâncias,RO,886.968/1997,"POLYGON Z ((-65.37219907699995 -9.589401325999916 0, -65.3738202859999 -9.589401334999934 0, -65.37371957199991 -9.588961904999906 0, -65.37358986399994 -9.584556866999947 0, -65.37346778799991 -9.580844198999955 0, -65.37335229399991 -9.580360152999958 0, -65.37219918199992 -9.580360146999908 0, -65.37219907699995 -9.589401325999916 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
