,PROCESSO,NUMERO,ANO,AREA_HA,ID,FASE,ULT_EVENTO,NOME,SUBS,USO,UF,DSProcesso,geometry,index_right,FEATURECLA,NAME,NAMEALT,REGION,SUBREGION,MIN_LABEL,MAX_LABEL,SCALERANK,LABEL,WIKIDATAID,NAME_AR,NAME_BN,NAME_DE,NAME_EN,NAME_ES,NAME_FR,NAME_EL,NAME_HI,NAME_HU,NAME_ID,NAME_IT,NAME_JA,NAME_KO,NAME_NL,NAME_PL,NAME_PT,NAME_RU,NAME_SV,NAME_TR,NAME_VI,NAME_ZH,NE_ID,NAME_FA,NAME_HE,NAME_UK,NAME_UR,NAME_ZHT
20083,850920/2023,850920,2023,164.96,{A3535ABF-50E8-4A41-A6B5-C56E0F2FBB12},REQUERIMENTO DE LAVRA GARIMPEIRA,2111 - REQ PLG/PROTOCOLO ORGÃO AMBIENTAL PROTOCOLADO EM 16/07/2024,COOPERATIVA FENIX AGROMINERAL - COFAM,CASSITERITA,Industrial,PA,850.920/2023,"POLYGON Z ((-51.144199999999955 -6.8990946709999434 0, -51.144199999999955 -6.9028122029999395 0, -51.144317309999906 -6.9029637399999615 0, -51.14452160999991 -6.90323122999996 0, -51.14471292999991 -6.903508779999925 0, -51.1449034499999 -6.903781059999915 0, -51.14508088999992 -6.904062999999951 0, -51.14522696999995 -6.904337644999941 0, -51.14539883999993 -6.90460300999996 0, -51.14556666999994 -6.904879599999958 0, -51.14572326299992 -6.90512653299993 0, -51.145922252999924 -6.905264552999938 0, -51.146089926999935 -6.9052591249999296 0, -51.14621753999995 -6.905117764999943 0, -51.146361629999944 -6.904851149999956 0, -51.14663951999995 -6.9046081499999445 0, -51.14698754999995 -6.904587029999959 0, -51.14730369999995 -6.904647349999948 0, -51.147605239999905 -6.904779979999944 0, -51.1478888499999 -6.904964629999938 0, -51.148138469999935 -6.90518335999991 0, -51.148374134999926 -6.905403554999907 0, -51.14860972999992 -6.905612829999939 0, -51.14887078999993 -6.905795689999934 0, -51.149144159999935 -6.905956529999912 0, -51.14944032999995 -6.906128129999956 0, -51.149708339999904 -6.906344019999949 0, -51.14991374999994 -6.906574704999912 0, -51.150119109999935 -6.906771379999952 0, -51.150342004999914 -6.906945349999944 0, -51.15060669499991 -6.907095944999924 0, -51.15089962999991 -6.907221179999908 0, -51.15118977499992 -6.907347499999958 0, -51.15148047999992 -6.907450329999961 0, -51.15172893999994 -6.907564499999921 0, -51.151935979999905 -6.907758859999944 0, -51.15209066999995 -6.908049529999914 0, -51.152128939999955 -6.908382149999909 0, -51.152109744999905 -6.908695509999916 0, -51.1520997799999 -6.908989389999931 0, -51.152130549999924 -6.909274439999933 0, -51.152197852999905 -6.9095182729999465 0, -51.15231721999993 -6.909711322999954 0, -51.15248549699993 -6.909799122999914 0, -51.15255081999993 -6.9097936199999594 0, -51.15274795999994 -6.90969578499994 0, -51.152966749999905 -6.9095555299999205 0, -51.15323333999993 -6.9093796399999405 0, -51.15356488999993 -6.9093227299999285 0, -51.153910599999904 -6.909357229999955 0, -51.15419150999992 -6.909522589999938 0, -51.15442057999991 -6.909726809999938 0, -51.1546359699999 -6.909931789999916 0, -51.1548414799999 -6.910152679999953 0, -51.15502717499993 -6.910401719999925 0, -51.15521577499993 -6.910639954999908 0, -51.155420274999926 -6.910836119999942 0, -51.155458224999904 -6.910859999999957 0, -51.19368999999995 -6.910859999999957 0, -51.19368999999995 -6.908199166999907 0, -51.19233277799992 -6.908199166999907 0, -51.19233277799992 -6.909624443999917 0, -51.18376388899992 -6.909624443999917 0, -51.18376388899992 -6.910839166999949 0, -51.15940166699994 -6.910839166999949 0, -51.15940166699994 -6.9103777779999405 0, -51.15861916699993 -6.9103777779999405 0, -51.15861916699993 -6.908803610999939 0, -51.15710833299994 -6.908803610999939 0, -51.15710833299994 -6.905151110999952 0, -51.15908694399991 -6.905151110999952 0, -51.15908694399991 -6.901754721999907 0, -51.15735444399991 -6.901754721999907 0, -51.15735444399991 -6.899098332999927 0, -51.18270833299994 -6.899098332999927 0, -51.18270833299994 -6.901863888999912 0, -51.186898888999906 -6.901863888999912 0, -51.186898888999906 -6.906386110999961 0, -51.19368999999995 -6.906386110999961 0, -51.19368999999995 -6.906379862999927 0, -51.186904874999925 -6.9063801679999415 0, -51.18689999999992 -6.906379999999956 0, -51.18689999999992 -6.901859999999942 0, -51.18373999999994 -6.901859816999945 0, -51.183737478999944 -6.901859633999948 0, -51.18373719899995 -6.8990926579999154 0, -51.18373532699991 -6.8990926579999154 0, -51.144199999999955 -6.8990946709999434 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
4235,880018/1993,880018,1993,2880.54,{40AB3296-752A-4F3B-9638-17ABF39B9C23},REQUERIMENTO DE PESQUISA,136 - REQ PESQ/DOCUMENTO DIVERSO PROTOCOLIZADO EM 30/03/1993,GALM COMÉRCIO E SERVICOS LTDA,OURO,Demais substâncias,RO,880.018/1993,"POLYGON Z ((-63.85695876999995 -9.332041881999942 0, -63.85695890799991 -9.422454771999924 0, -63.88332705899995 -9.42245132599993 0, -63.8830396269999 -9.332038505999947 0, -63.85695876999995 -9.332041881999942 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1476,851428/1993,851428,1993,9634.0,{697E7DB5-A54F-4297-8293-A34D5F76A80F},REQUERIMENTO DE PESQUISA,150 - REQ PESQ/DESISTENCIA REQ PESQ PROTOCOLIZADA EM 30/09/1998,EMPRESA DE MINERAÇÃO GALESA LTDA,OURO,Demais substâncias,PA,851.428/1993,"POLYGON Z ((-54.9521254039999 -7.8447386339999525 0, -54.95212550399992 -7.931849291999924 0, -55.042819126999916 -7.931839312999955 0, -55.042800050999915 -7.844728764999957 0, -54.9521254039999 -7.8447386339999525 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1886,864154/2019,864154,2019,2998.61,{544163BE-B9FF-4F17-80EE-F2F939699264},AUTORIZAÇÃO DE PESQUISA,265 - AUT PESQ/PRORROGAÇÃO PRAZO ALVARÁ SOLICITADO EM 24/04/2024,ALL IRON DISTRIBUICAO DE RESIDUOS SIDERURGICOS E PRODUTOS MINERARIOS LTDA,MINÉRIO DE COBRE,Industrial,TO,864.154/2019,"POLYGON Z ((-49.283020277999924 -8.505837221999911 0, -49.225064999999915 -8.505837221999911 0, -49.225064999999915 -8.548328610999931 0, -49.283020277999924 -8.548328610999931 0, -49.283020277999924 -8.505837221999911 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
4052,300443/2023,300443,2023,2268.19,{825B2802-9B2D-42A5-8559-D841C156487B},DISPONIBILIDADE,1828 - DISPONIB/ÁREA DESCARTADA LIBERADA PARA EDITAL EM 23/05/2023,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,DADO NÃO CADASTRADO,300.443/2023,"POLYGON Z ((-48.98277410399993 -10.328055272999904 0, -48.92699584199994 -10.328055310999957 0, -48.926995837999925 -10.326689888999908 0, -48.92699583299992 -10.326688610999952 0, -48.92628972199992 -10.326688608999916 0, -48.92628972199992 -10.350657221999938 0, -48.92695194399994 -10.350657221999938 0, -48.92695194399994 -10.350575832999937 0, -48.934530277999954 -10.350575832999937 0, -48.93453033599991 -10.35124359799994 0, -48.94822661299992 -10.351243287999921 0, -48.94822701699991 -10.36028407099991 0, -48.9664891619999 -10.360282750999943 0, -48.96649009099991 -10.369323528999928 0, -48.97562142499993 -10.369322477999958 0, -48.97562231899991 -10.376101666999944 0, -48.98393136499993 -10.376101666999944 0, -48.983931328999915 -10.325025818999904 0, -48.98277405399995 -10.325025811999922 0, -48.98277410399993 -10.328055272999904 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
5118,851887/1994,851887,1994,50.0,{AD7878AC-8CD7-4D7E-A44D-8EB4A0556365},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 10/09/2014,EDISIO RIBEIRO DE ABREU,OURO,Demais substâncias,PA,851.887/1994,"POLYGON Z ((-56.897134870999935 -7.084322095999937 0, -56.906186687999934 -7.084322174999954 0, -56.90618668299993 -7.079801008999937 0, -56.8971349549999 -7.079800929999919 0, -56.897134870999935 -7.084322095999937 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
838,880025/2016,880025,2016,3.5,{4CEB4544-762D-4352-9C75-8EDA0843E939},REQUERIMENTO DE LICENCIAMENTO,2095 - REQ LICEN/INDEFERIMENTO COM ONERAÇÃO EM 30/05/2017,Antonio Aldefran Barroso Soares,AREIA,Construção civil,AM,880.025/2016,"POLYGON Z ((-69.90808749999991 -6.701575832999936 0, -69.90492611099995 -6.701392777999956 0, -69.90487388899993 -6.702295832999937 0, -69.90803499999993 -6.702478888999906 0, -69.90808749999991 -6.701575832999936 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
1293,755445/1997,755445,1997,50.0,{742FAED1-DDDA-4063-8B31-81B37FAB70F0},REQUERIMENTO DE LAVRA GARIMPEIRA,335 - REQ PLG/INDEFERIMENTO PUBLICADO EM 26/03/2020,MARY COSTA GOUVEIA,MINÉRIO DE OURO,Demais substâncias,PA,755.445/1997,"POLYGON Z ((-55.924994617999914 -6.493903522999915 0, -55.93403541099991 -6.493903433999947 0, -55.9340353259999 -6.489382157999955 0, -55.9249946139999 -6.489382245999934 0, -55.924994617999914 -6.493903522999915 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
12385,850678/2017,850678,2017,5911.67,{5B7A0AC8-0DC7-4208-A554-826191C129F9},AUTORIZAÇÃO DE PESQUISA,265 - AUT PESQ/PRORROGAÇÃO PRAZO ALVARÁ SOLICITADO EM 17/03/2023,GRAO PARA MINERADORA E PRESTADORA DE SERVICOS LTD,MINÉRIO DE OURO,Industrial,PA,850.678/2017,"POLYGON Z ((-50.76316308299994 -8.731599443999926 0, -50.76316488899994 -8.754183836999914 0, -50.76316305599994 -8.754183836999914 0, -50.76316305599994 -8.75418499999995 0, -50.734082187999945 -8.754184993999957 0, -50.7340821919999 -8.759796088999906 0, -50.73408222199993 -8.78952047499996 0, -50.74015888699995 -8.789520490999905 0, -50.74015897599992 -8.796249721999914 0, -50.82790305599991 -8.796249721999914 0, -50.82790305599991 -8.75978439599993 0, -50.80981641699992 -8.75978849799992 0, -50.80981641599993 -8.759784443999934 0, -50.809810832999915 -8.759784443999934 0, -50.80981079499992 -8.731599441999947 0, -50.76316308299994 -8.731599443999926 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3901,886136/2018,886136,2018,5977.44,{87A3FCBA-EEC4-4AB5-93D6-474653006033},AUTORIZAÇÃO DE PESQUISA,641 - AUT PESQ/MULTA  APLICADA-TAH EM 07/12/2022,PHEX PARTICIPACAO E INVESTIMENTO LTDA,CASSITERITA,Industrial,RO,886.136/2018,"POLYGON Z ((-63.261111110999934 -8.65332944399995 0, -63.329259443999945 -8.65332944399995 0, -63.329259443999945 -8.562492499999905 0, -63.30911611099992 -8.562492499999905 0, -63.30911611099992 -8.589163610999947 0, -63.261111110999934 -8.589163610999947 0, -63.261111110999934 -8.65332944399995 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
9190,851884/2013,851884,2013,1683.39,{F07F9FC5-BE23-4227-A0A2-8430E6ABF65C},AUTORIZAÇÃO DE PESQUISA,242 - AUT PESQ/DEFESA NÃO ACEITA PUBLICADA EM 17/05/2018,Darlene Gomes Pedro,DIAMANTE,Industrial,PA,851.884/2013,"POLYGON Z ((-55.995541732999925 -4.282088137999949 0, -56.00228900199994 -4.285824265999906 0, -56.00071399199993 -4.2870464959999595 0, -55.99022780999991 -4.283364238999923 0, -55.99022780999991 -4.283374677999916 0, -55.997718137999925 -4.285999269999934 0, -55.99757679999993 -4.288772340999913 0, -55.99757832599994 -4.288772340999913 0, -55.9977195269999 -4.2860131589999355 0, -56.00510846499992 -4.2886353919999465 0, -56.0058029729999 -4.288772335999909 0, -56.014468525999916 -4.2887723309999615 0, -56.014468534999935 -4.303495193999936 0, -56.03305837599993 -4.303495181999949 0, -56.03305838099993 -4.310931057999937 0, -56.045629850999944 -4.310931049999908 0, -56.045629850999944 -4.311037717999909 0, -56.046039297999926 -4.31103771699992 0, -56.04603930299993 -4.318037757999946 0, -56.04777847999992 -4.318037756999956 0, -56.0477784869999 -4.328614484999946 0, -56.05557075999991 -4.328614479999942 0, -56.05557075699994 -4.324831123999957 0, -56.05331657599993 -4.324831124999946 0, -56.05331657499994 -4.323020281999959 0, -56.05196739899992 -4.3230202829999484 0, -56.05196739799993 -4.3212099939999575 0, -56.05106794799991 -4.321209994999947 0, -56.05106794699992 -4.319851375999917 0, -56.04971793899995 -4.319851376999907 0, -56.0497179379999 -4.318504702999917 0, -56.05782771199995 -4.318504697999913 0, -56.057827715999906 -4.32483112299991 0, -56.055573533999905 -4.324831123999957 0, -56.05557353699993 -4.328614479999942 0, -56.057983829999955 -4.328614477999906 0, -56.057983829999955 -4.328920590999928 0, -56.07754451199992 -4.328920578999941 0, -56.07754449999993 -4.310030746999928 0, -56.0628019049999 -4.310030756999936 0, -56.06280189899991 -4.2994798619999415 0, -56.047930135999934 -4.29947987099996 0, -56.04793012899995 -4.288028693999934 0, -56.042611483999906 -4.288028697999948 0, -56.042611490999946 -4.2998081409999145 0, -56.04412538899993 -4.2988243149999334 0, -56.051872371999934 -4.3101226699999415 0, -56.051894889999915 -4.31012992999996 0, -56.051895413999944 -4.31013364699993 0, -56.06009216699994 -4.312799385999938 0, -56.05729770599993 -4.314738287999944 0, -56.057825489999914 -4.318502197999919 0, -56.0530754589999 -4.318502200999944 0, -56.05058377599994 -4.318493868999951 0, -56.04790042399992 -4.314935516999924 0, -56.04646707699993 -4.308379923999951 0, -56.05027835399994 -4.309608734999927 0, -56.04646707699993 -4.308371590999911 0, -56.04109481499995 -4.300793771999906 0, -56.042608712999936 -4.299809945999925 0, -56.04260870599995 -4.288028697999948 0, -56.027555830999916 -4.28802870699991 0, -56.027555830999916 -4.286935932999938 0, -56.027498102999914 -4.286935931999949 0, -56.027498255999944 -4.283852696999929 0, -56.02565208499993 -4.282975212999929 0, -56.02567244699992 -4.281902238999919 0, -56.024027893999914 -4.281902224999953 0, -56.024027894999904 -4.283128433999934 0, -56.02504839799991 -4.282922613999915 0, -56.02696038799991 -4.283785070999954 0, -56.026477772999954 -4.285250461999908 0, -56.026297420999924 -4.285178646999952 0, -56.026162180999904 -4.285133823999956 0, -56.026026963999925 -4.285098037999944 0, -56.025909810999906 -4.285080278999942 0, -56.0257746179999 -4.285053529999914 0, -56.0256304159999 -4.285026805999905 0, -56.025504207999916 -4.2849909959999195 0, -56.02539603899993 -4.284964174999914 0, -56.02524282899992 -4.284937474999936 0, -56.02509865299993 -4.284919788999957 0, -56.02496343599995 -4.284884002999945 0, -56.02484628299993 -4.284866243999943 0, -56.02474716899991 -4.284857472999931 0, -56.024539863999905 -4.284812842999941 0, -56.02429647799994 -4.2847502359999226 0, -56.024188333999916 -4.2847324519999574 0, -56.0240621019999 -4.284687604999931 0, -56.02397199699993 -4.284678809999946 0, -56.02382777199995 -4.284643048999953 0, -56.02370160999993 -4.284625312999935 0, -56.02364753799992 -4.284616421999942 0, -56.02360237999994 -4.284571354999912 0, -56.0235842699999 -4.2845352529999445 0, -56.023557173999905 -4.284508212999924 0, -56.02353012599991 -4.284499248999907 0, -56.02348508499995 -4.284499369999935 0, -56.02344912399991 -4.28452657999992 0, -56.02341313699992 -4.2845447529999205 0, -56.0233861129999 -4.284544825999944 0, -56.02335908899994 -4.284544897999922 0, -56.02333206499992 -4.284544970999946 0, -56.02330503999991 -4.284545043999913 0, -56.02326898399991 -4.284536103999926 0, -56.02320587999992 -4.284518198999933 0, -56.02316979999995 -4.284500219999927 0, -56.02312473599994 -4.284491303999914 0, -56.02307066299994 -4.284482411999932 0, -56.023034630999916 -4.284482508999929 0, -56.022980558999905 -4.284473616999946 0, -56.023004612999955 -4.283334813999943 0, -56.02402511699995 -4.283128993999924 0, -56.024025115999905 -4.281902224999953 0, -56.009274596999944 -4.281902097999932 0, -56.009274605999906 -4.281485069999917 0, -55.992523640999934 -4.281485079999925 0, -55.993419496999934 -4.2818353599999455 0, -55.993419496999934 -4.282088138999939 0, -55.995541732999925 -4.282088137999949 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
290,806100/2011,806100,2011,9509.52,{AD96248B-7A2D-42DF-880D-E2D0E7DADC20},AUTORIZAÇÃO DE PESQUISA,662 - NOTIFICAÇÃO ADM PGTO DÉBITO MULTA EM 21/09/2017,P G M Mineração e Participacoes Ltda,MINÉRIO DE FERRO,Industrial,MA,806.100/2011,"POLYGON Z ((-47.34209086099992 -6.70039315899993 0, -47.22542329999993 -6.700393258999952 0, -47.225423357999944 -6.767060373999925 0, -47.34209091899993 -6.767060271999924 0, -47.34209086099992 -6.70039315899993 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
2706,850779/2006,850779,2006,4304.92,{03BEC74E-FE53-45AD-987C-DAAE8FD67F7C},AUTORIZAÇÃO DE PESQUISA,294 - AUT PESQ/RENÚNCIA AUT PESQ HOMOLOGADA PUB EM 23/11/2018,Jorge Luiz Keslarek,MINÉRIO DE OURO,Industrial,PA,850.779/2006,"POLYGON Z ((-56.50382724299993 -5.663625487999923 0, -56.50382561099991 -5.67866803499993 0, -56.512151271999926 -5.678667962999953 0, -56.512151271999926 -5.678649896999957 0, -56.52117844899993 -5.678649958999927 0, -56.52117845299995 -5.683171370999958 0, -56.53020570099994 -5.68317129299993 0, -56.530205775999946 -5.687692704999961 0, -56.521178456999905 -5.687692781999942 0, -56.512165774999914 -5.687692719999916 0, -56.512165774999914 -5.687693687999911 0, -56.52118341599993 -5.687693750999927 0, -56.53021073499991 -5.687693672999956 0, -56.530210808999925 -5.69221508399994 0, -56.53021088399993 -5.696736492999946 0, -56.530191704999936 -5.696736492999946 0, -56.53019177899995 -5.701246868999931 0, -56.530191852999906 -5.705767058999925 0, -56.53019805799994 -5.705767058999925 0, -56.53019813299994 -5.710288466999941 0, -56.530198207999945 -5.714809873999911 0, -56.521170464999955 -5.7148099529999286 0, -56.51215860499991 -5.714809889999913 0, -56.51215860499991 -5.714814280999917 0, -56.52117685699994 -5.714814343999933 0, -56.530204598999944 -5.714814264999916 0, -56.53020467399995 -5.719335670999953 0, -56.53020474899995 -5.723857076999934 0, -56.53020001699991 -5.723857076999934 0, -56.530200091999916 -5.72837121799995 0, -56.53020016599993 -5.732892621999952 0, -56.52117213999992 -5.732892700999912 0, -56.51215499199992 -5.732892637999953 0, -56.51215499199992 -5.732910826999955 0, -56.50381971899992 -5.732910899999922 0, -56.50381971799993 -5.7329234329999395 0, -56.51216243899995 -5.732923358999926 0, -56.51216243899995 -5.732904384999927 0, -56.521190464999904 -5.7329044479999425 0, -56.530218490999914 -5.732904368999925 0, -56.53021856599992 -5.737425772999927 0, -56.53021864199991 -5.74194717599994 0, -56.52119047299993 -5.741947253999911 0, -56.512174030999915 -5.7419471909999515 0, -56.512174030999915 -5.741966164999951 0, -56.503818735999914 -5.7419662389999075 0, -56.50381840599994 -5.7450107889999344 0, -56.56701591199993 -5.745014228999935 0, -56.56701584299992 -5.66362887899993 0, -56.50382724299993 -5.663625487999923 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
3579,886081/2017,886081,2017,500.39,{A61531B6-74A4-440C-8045-919ED70284D7},AUTORIZAÇÃO DE PESQUISA,644 - AUT PESQ/MULTA  APLICADA-RELATÓRIO PESQUISA EM 23/04/2024,RAIMUNDO NONATO SOUZA DE ARAUJO,MINÉRIO DE ESTANHO,Industrial,RO,886.081/2017,"POLYGON Z ((-63.24671111099991 -8.728379999999959 0, -63.23762027799995 -8.728379999999959 0, -63.23762027799995 -8.773609999999906 0, -63.24671111099991 -8.773609999999906 0, -63.24671111099991 -8.728379999999959 0))",0,Basin,AMAZON BASIN,,South America,,2,6,1,AMAZON BASIN,Q244451,حوض الأمازون,আমাজন বেসিন,Amazonasbecken,Amazon basin,Cuenca del Amazonas,bassin amazonien,λεκάνη του Αμαζονίου,अमेज़न बेसिन,Amazonas-medence,Basin Amazon,Bacino dell'Amazzonia,アマゾン盆地,아마존 분지,Amazonebekken,Nizina Amazonki,Bacia do rio Amazonas,Амазонская низменность,Amazonområdet,Amazon Havzası,Lưu vực Amazon,亞馬遜盆地,1159104325,حوضه آمازون,אמזוניה,Амазонська низовина,ایمیزون بیسن,亞馬遜盆地
